Gene stable ID	Chromosome/scaffold name	Gene start (bp)	Gene end (bp)	Strand	Gene name	Gene type
ENSG00000204673	19	49869033	49878459	-1	AKT1S1	protein_coding
ENSG00000274811	CHR_HSCHR5_3_CTG1	1318299	1345099	-1	CLPTM1L	protein_coding
ENSG00000097021	1	6264269	6394391	-1	ACOT7	protein_coding
ENSG00000196576	22	50274979	50307627	-1	PLXNB2	protein_coding
ENSG00000137817	15	72241181	72272999	-1	PARP6	protein_coding
ENSG00000039650	19	49859882	49878351	-1	PNKP	protein_coding
ENSG00000112182	6	89926529	90296908	-1	BACH2	protein_coding
ENSG00000161640	19	49948985	49961172	-1	SIGLEC11	protein_coding
ENSG00000158477	1	158254137	158258269	1	CD1A	protein_coding
ENSG00000090534	3	184371935	184381968	-1	THPO	protein_coding
ENSG00000171724	16	77788530	77980107	1	VAT1L	protein_coding
ENSG00000048140	5	176647387	176659054	1	TSPAN17	protein_coding
ENSG00000145604	5	36151989	36184319	1	SKP2	protein_coding
ENSG00000198517	7	1530714	1543043	1	MAFK	protein_coding
ENSG00000111701	12	7649400	7665903	-1	APOBEC1	protein_coding
ENSG00000172380	1	67701466	67833467	-1	GNG12	protein_coding
ENSG00000116729	1	68098473	68233120	-1	WLS	protein_coding
ENSG00000169826	10	43138486	43185308	1	CSGALNACT2	protein_coding
ENSG00000224378	CHR_HSCHR6_MHC_DBB_CTG1	31480101	31493317	1	MICB	protein_coding
ENSG00000213231	14	95686417	95692643	1	TCL1B	protein_coding
ENSG00000080839	20	36996349	37095995	-1	RBL1	protein_coding
ENSG00000274955	CHR_HSCHR19KIR_ABC08_AB_HAP_C_P_CTG3_1	54803541	54814525	1	KIR2DL4	protein_coding
ENSG00000239927	CHR_HSCHR6_MHC_SSTO_CTG1	30319231	30336806	1	RPP21	protein_coding
ENSG00000229929	CHR_HSCHR6_MHC_SSTO_CTG1	30316398	30333651	1	TRIM39	protein_coding
ENSG00000188710	9	130892702	130896812	-1	QRFP	protein_coding
ENSG00000167491	19	19385826	19508931	1	GATAD2A	protein_coding
ENSG00000111796	12	9594551	9607886	-1	KLRB1	protein_coding
ENSG00000196230	6	30720201	30725426	1	TUBB	protein_coding
ENSG00000092607	1	118883046	118989556	-1	TBX15	protein_coding
ENSG00000266074	17	81395475	81466332	1	BAHCC1	protein_coding
ENSG00000059758	12	96278261	96400560	-1	CDK17	protein_coding
ENSG00000115241	2	27381194	27409687	-1	PPM1G	protein_coding
ENSG00000182810	16	68021274	68023442	-1	DDX28	protein_coding
ENSG00000084110	12	95972662	95996365	-1	HAL	protein_coding
ENSG00000118308	12	25004342	25108334	1	LRMP	protein_coding
ENSG00000089177	20	16272104	16573434	-1	KIF16B	protein_coding
ENSG00000115109	2	120013005	120179119	1	EPB41L5	protein_coding
ENSG00000125538	2	112829751	112836903	-1	IL1B	protein_coding
ENSG00000170892	19	54189938	54194536	1	TSEN34	protein_coding
ENSG00000004660	17	3860315	3894891	-1	CAMKK1	protein_coding
ENSG00000171747	19	38801671	38813364	-1	LGALS4	protein_coding
ENSG00000171401	17	41500981	41505705	-1	KRT13	protein_coding
ENSG00000136280	7	44999475	45076469	1	CCM2	protein_coding
ENSG00000235773	CHR_HSCHR6_MHC_COX_CTG1	30677910	30681283	-1	NRM	protein_coding
ENSG00000174444	15	66498015	66524532	-1	RPL4	protein_coding
ENSG00000082701	3	119821323	120094417	-1	GSK3B	protein_coding
ENSG00000213853	16	10528422	10580698	-1	EMP2	protein_coding
ENSG00000105516	19	48630030	48637438	-1	DBP	protein_coding
ENSG00000169884	12	48965340	48971763	-1	WNT10B	protein_coding
ENSG00000178202	11	108472105	108498432	-1	KDELC2	protein_coding
ENSG00000166016	11	34150988	34358008	-1	ABTB2	protein_coding
ENSG00000105419	19	47403124	47419523	-1	MEIS3	protein_coding
ENSG00000164270	5	148451032	148677235	-1	HTR4	protein_coding
ENSG00000196141	2	200305881	200482263	1	SPATS2L	protein_coding
ENSG00000167850	17	74541108	74546143	-1	CD300C	protein_coding
ENSG00000196743	5	151212150	151270440	1	GM2A	protein_coding
ENSG00000138032	2	44167969	44244384	1	PPM1B	protein_coding
ENSG00000197381	21	45073853	45226560	1	ADARB1	protein_coding
ENSG00000159388	1	203305491	203309602	1	BTG2	protein_coding
ENSG00000067208	1	92508696	92792404	-1	EVI5	protein_coding
ENSG00000164649	7	21900900	21946084	-1	CDCA7L	protein_coding
ENSG00000215041	17	7315628	7329393	-1	NEURL4	protein_coding
ENSG00000181072	7	136868669	137020255	1	CHRM2	protein_coding
ENSG00000170374	12	53326575	53345315	-1	SP7	protein_coding
ENSG00000187764	9	89360787	89498130	-1	SEMA4D	protein_coding
ENSG00000118518	6	127266610	127288567	1	RNF146	protein_coding
ENSG00000105887	7	135926761	135977353	-1	MTPN	protein_coding
ENSG00000146374	6	127118604	127197765	1	RSPO3	protein_coding
ENSG00000175550	11	65919257	65921561	1	DRAP1	protein_coding
ENSG00000140153	14	102139503	102224847	1	WDR20	protein_coding
ENSG00000100146	22	37970686	37987422	-1	SOX10	protein_coding
ENSG00000102195	X	151176653	151181465	1	GPR50	protein_coding
ENSG00000179526	8	144098633	144108124	-1	SHARPIN	protein_coding
ENSG00000006327	16	3018445	3022383	1	TNFRSF12A	protein_coding
ENSG00000128294	22	26521983	26596717	-1	TPST2	protein_coding
ENSG00000166908	12	57591174	57603418	1	PIP4K2C	protein_coding
ENSG00000175592	11	65892049	65900573	-1	FOSL1	protein_coding
ENSG00000139515	13	27920020	27926231	1	PDX1	protein_coding
ENSG00000157765	4	25648011	25678748	1	SLC34A2	protein_coding
ENSG00000185133	22	31122731	31134696	1	INPP5J	protein_coding
ENSG00000112739	6	4021267	4064983	1	PRPF4B	protein_coding
ENSG00000102230	X	24558087	24672677	-1	PCYT1B	protein_coding
ENSG00000127124	1	41506365	42035925	-1	HIVEP3	protein_coding
ENSG00000134262	1	113894748	113905201	-1	AP4B1	protein_coding
ENSG00000213417	17	41065116	41065879	-1	KRTAP2-4	protein_coding
ENSG00000172059	2	10042849	10054836	1	KLF11	protein_coding
ENSG00000173253	9	1049858	1057552	1	DMRT2	protein_coding
ENSG00000120094	17	48528526	48531001	-1	HOXB1	protein_coding
ENSG00000169174	1	55039548	55064852	1	PCSK9	protein_coding
ENSG00000213445	11	65638097	65650930	1	SIPA1	protein_coding
ENSG00000142208	14	104769349	104795751	-1	AKT1	protein_coding
ENSG00000204889	17	40977716	40987135	-1	KRT40	protein_coding
ENSG00000271503	17	35871491	35880793	-1	CCL5	protein_coding
ENSG00000244754	13	32432417	32538885	-1	N4BP2L2	protein_coding
ENSG00000036448	8	2045040	2165552	1	MYOM2	protein_coding
ENSG00000198700	1	201829141	201884294	1	IPO9	protein_coding
ENSG00000167757	19	51022216	51028039	-1	KLK11	protein_coding
ENSG00000162511	1	30732469	30757820	-1	LAPTM5	protein_coding
ENSG00000223980	CHR_HSCHR6_MHC_SSTO_CTG1	29930538	29999232	1	HLA-A	protein_coding
ENSG00000010256	3	48599002	48610976	-1	UQCRC1	protein_coding
ENSG00000167881	17	76038775	76072653	-1	SRP68	protein_coding
ENSG00000206379	CHR_HSCHR6_MHC_DBB_CTG1	30717966	30732991	-1	FLOT1	protein_coding
ENSG00000160282	21	46136262	46155567	-1	FTCD	protein_coding
ENSG00000225589	CHR_HSCHR6_MHC_DBB_CTG1	30690066	30708147	-1	MDC1	protein_coding
ENSG00000163389	3	119468938	119494708	1	POGLUT1	protein_coding
ENSG00000090372	19	46719507	46746994	-1	STRN4	protein_coding
ENSG00000116833	1	200027602	200177424	1	NR5A2	protein_coding
ENSG00000117013	1	40783814	40840452	1	KCNQ4	protein_coding
ENSG00000123472	1	46632737	46673867	-1	ATPAF1	protein_coding
ENSG00000236843	CHR_HSCHR6_MHC_DBB_CTG1	30678308	30681681	-1	NRM	protein_coding
ENSG00000174010	X	23983720	24027186	-1	KLHL15	protein_coding
ENSG00000244414	1	196819757	196832189	1	CFHR1	protein_coding
ENSG00000188620	10	123135962	123137741	1	HMX3	protein_coding
ENSG00000000971	1	196651878	196747504	1	CFH	protein_coding
ENSG00000152217	18	44680173	45068510	1	SETBP1	protein_coding
ENSG00000152785	4	81030965	81057531	1	BMP3	protein_coding
ENSG00000178567	3	36985043	36993168	-1	EPM2AIP1	protein_coding
ENSG00000169375	15	75369379	75455842	-1	SIN3A	protein_coding
ENSG00000204542	6	31111223	31112559	-1	C6orf15	protein_coding
ENSG00000159733	4	2269582	2418663	-1	ZFYVE28	protein_coding
ENSG00000131370	3	15254853	15341368	-1	SH3BP5	protein_coding
ENSG00000021300	11	73646178	73662819	1	PLEKHB1	protein_coding
ENSG00000113645	5	168291651	168472303	1	WWC1	protein_coding
ENSG00000122420	1	78303884	78539749	1	PTGFR	protein_coding
ENSG00000145088	3	121835183	121886526	1	EAF2	protein_coding
ENSG00000278606	CHR_HSCHR19KIR_G085_A_HAP_CTG3_1	54803296	54814484	1	KIR2DL4	protein_coding
ENSG00000099953	22	23768226	23784316	1	MMP11	protein_coding
ENSG00000172340	3	67360460	67654614	-1	SUCLG2	protein_coding
ENSG00000181449	3	181711924	181714436	1	SOX2	protein_coding
ENSG00000141756	17	41812680	41823217	1	FKBP10	protein_coding
ENSG00000167604	19	35887653	35902303	-1	NFKBID	protein_coding
ENSG00000227565	CHR_HSCHR6_MHC_MANN_CTG1	31586326	31598283	1	NFKBIL1	protein_coding
ENSG00000173320	4	183797692	184023526	1	STOX2	protein_coding
ENSG00000101310	20	18507482	18561415	1	SEC23B	protein_coding
ENSG00000005187	16	20610243	20797581	1	ACSM3	protein_coding
ENSG00000163820	3	45917899	45995824	-1	FYCO1	protein_coding
ENSG00000100813	14	23058564	23095614	-1	ACIN1	protein_coding
ENSG00000132792	20	37693955	37872129	1	CTNNBL1	protein_coding
ENSG00000165406	10	45454585	45594906	-1	MARCH8	protein_coding
ENSG00000151577	3	114128652	114199407	-1	DRD3	protein_coding
ENSG00000153179	12	64507001	64697567	1	RASSF3	protein_coding
ENSG00000173889	3	170086732	170181749	-1	PHC3	protein_coding
ENSG00000156414	14	103928462	104052667	1	TDRD9	protein_coding
ENSG00000111046	12	80707498	80709474	1	MYF6	protein_coding
ENSG00000066422	3	101648889	101677495	-1	ZBTB11	protein_coding
ENSG00000147164	X	71056332	71073426	-1	SNX12	protein_coding
ENSG00000111341	12	14881181	14885926	-1	MGP	protein_coding
ENSG00000137709	11	120236640	120319944	1	POU2F3	protein_coding
ENSG00000156009	X	149881141	149885835	1	MAGEA8	protein_coding
ENSG00000249709	19	12525370	12551542	-1	ZNF564	protein_coding
ENSG00000010219	12	4562204	4615302	1	DYRK4	protein_coding
ENSG00000185947	16	31873758	31917357	1	ZNF267	protein_coding
ENSG00000180855	19	12429707	12441112	-1	ZNF443	protein_coding
ENSG00000124508	6	26383096	26394874	1	BTN2A2	protein_coding
ENSG00000176749	17	32486619	32491256	1	CDK5R1	protein_coding
ENSG00000130227	8	21919671	22006585	1	XPO7	protein_coding
ENSG00000128276	22	32354885	32361161	1	RFPL3	protein_coding
ENSG00000150593	10	110871795	110900006	1	PDCD4	protein_coding
ENSG00000198719	6	170282206	170306565	-1	DLL1	protein_coding
ENSG00000242173	16	268727	283010	1	ARHGDIG	protein_coding
ENSG00000136152	13	45464898	45536630	1	COG3	protein_coding
ENSG00000130414	2	239892450	240025402	-1	NDUFA10	protein_coding
ENSG00000109452	4	142023160	142847432	-1	INPP4B	protein_coding
ENSG00000173226	3	121769763	121835079	-1	IQCB1	protein_coding
ENSG00000165695	9	132725578	132878777	-1	AK8	protein_coding
ENSG00000185009	10	74120255	74151063	-1	AP3M1	protein_coding
ENSG00000164076	3	49857988	49870222	-1	CAMKV	protein_coding
ENSG00000151849	13	24882284	24922889	-1	CENPJ	protein_coding
ENSG00000235220	CHR_HSCHR6_MHC_DBB_CTG1	29720256	29736008	1	HLA-F	protein_coding
ENSG00000108924	17	55265012	55325065	1	HLF	protein_coding
ENSG00000073282	3	189631416	189897279	1	TP63	protein_coding
ENSG00000243955	6	52791664	52803910	-1	GSTA1	protein_coding
ENSG00000093009	22	19479459	19520612	1	CDC45	protein_coding
ENSG00000110274	11	117314557	117413268	1	CEP164	protein_coding
ENSG00000275931	CHR_HSCHR19LRC_PGF2_CTG3_1	54751499	54776058	-1	GP6	protein_coding
ENSG00000278519	CHR_HSCHR19LRC_LRC_I_CTG3_1	54173854	54190480	-1	MBOAT7	protein_coding
ENSG00000275165	CHR_HSCHR19LRC_LRC_S_CTG3_1	54190866	54195141	1	TSEN34	protein_coding
ENSG00000276774	CHR_HSCHR19LRC_COX2_CTG3_1	54156127	54160192	-1	LENG1	protein_coding
ENSG00000275935	CHR_HSCHR19LRC_LRC_J_CTG3_1	54156127	54160192	-1	LENG1	protein_coding
ENSG00000070718	8	42152946	42171673	1	AP3M2	protein_coding
ENSG00000091164	18	56597208	56651600	-1	TXNL1	protein_coding
ENSG00000182985	11	115169218	115504957	-1	CADM1	protein_coding
ENSG00000174796	4	75513946	75550473	1	THAP6	protein_coding
ENSG00000167601	19	41219203	41261766	1	AXL	protein_coding
ENSG00000067225	15	72199029	72231822	-1	PKM	protein_coding
ENSG00000130340	6	157700387	157945077	1	SNX9	protein_coding
ENSG00000146066	5	176388747	176389771	1	HIGD2A	protein_coding
ENSG00000102034	X	130064874	130110716	-1	ELF4	protein_coding
ENSG00000168539	11	62908679	62921807	-1	CHRM1	protein_coding
ENSG00000160818	1	156594487	156601496	-1	GPATCH4	protein_coding
ENSG00000276425	CHR_HSCHR19KIR_T7526_BDEL_HAP_CTG3_1	54738476	54752501	1	KIR2DS2	protein_coding
ENSG00000143556	1	153457744	153460701	-1	S100A7	protein_coding
ENSG00000100216	22	38681948	38685421	1	TOMM22	protein_coding
ENSG00000143546	1	153390032	153391188	-1	S100A8	protein_coding
ENSG00000196449	1	37802944	37808185	-1	YRDC	protein_coding
ENSG00000076248	12	109097574	109110992	1	UNG	protein_coding
ENSG00000008056	X	47571898	47619943	-1	SYN1	protein_coding
ENSG00000143536	1	152409243	152414263	-1	CRNN	protein_coding
ENSG00000243897	CHR_HSCHR6_MHC_MANN_CTG1	32203996	32207669	1	EGFL8	protein_coding
ENSG00000089022	12	111841978	111902238	1	MAPKAPK5	protein_coding
ENSG00000117362	1	150265399	150269580	-1	APH1A	protein_coding
ENSG00000153234	2	156324432	156342348	-1	NR4A2	protein_coding
ENSG00000143171	1	165400917	165445355	-1	RXRG	protein_coding
ENSG00000119314	9	112217716	112333667	-1	PTBP3	protein_coding
ENSG00000138798	4	109912884	110012266	1	EGF	protein_coding
ENSG00000119760	2	27650812	27663840	-1	SUPT7L	protein_coding
ENSG00000114120	3	140941830	140980961	1	SLC25A36	protein_coding
ENSG00000250565	2	46490750	46542557	-1	ATP6V1E2	protein_coding
ENSG00000156876	1	100083563	100132955	-1	SASS6	protein_coding
ENSG00000089280	16	31180110	31194871	1	FUS	protein_coding
ENSG00000151892	10	116056925	116273467	-1	GFRA1	protein_coding
ENSG00000154678	7	31751179	32299329	-1	PDE1C	protein_coding
ENSG00000196611	11	102789920	102798160	-1	MMP1	protein_coding
ENSG00000118689	6	108559835	108684774	1	FOXO3	protein_coding
ENSG00000167513	16	88803213	88809258	1	CDT1	protein_coding
ENSG00000105127	19	15353385	15379798	-1	AKAP8	protein_coding
ENSG00000144035	2	73640832	73642393	-1	NAT8	protein_coding
ENSG00000169188	X	55000357	55009057	1	APEX2	protein_coding
ENSG00000110851	12	107732866	107761272	-1	PRDM4	protein_coding
ENSG00000196263	19	56507843	56530221	1	ZNF471	protein_coding
ENSG00000124466	19	43460787	43465660	-1	LYPD3	protein_coding
ENSG00000092445	15	41557675	41583586	1	TYRO3	protein_coding
ENSG00000176153	14	64939152	64942905	-1	GPX2	protein_coding
ENSG00000099822	19	589893	617159	1	HCN2	protein_coding
ENSG00000106344	7	128297685	128343908	-1	RBM28	protein_coding
ENSG00000183696	7	48088628	48108733	1	UPP1	protein_coding
ENSG00000243709	1	225886282	225911382	-1	LEFTY1	protein_coding
ENSG00000111249	12	111034024	111350554	1	CUX2	protein_coding
ENSG00000145384	4	119317250	119322390	-1	FABP2	protein_coding
ENSG00000110446	11	60937084	60952530	-1	SLC15A3	protein_coding
ENSG00000157873	1	2555639	2565382	1	TNFRSF14	protein_coding
ENSG00000198951	22	42058354	42070842	-1	NAGA	protein_coding
ENSG00000104889	19	12806556	12815201	1	RNASEH2A	protein_coding
ENSG00000112116	6	52236681	52244537	-1	IL17F	protein_coding
ENSG00000099866	19	489176	505342	1	MADCAM1	protein_coding
ENSG00000153283	3	111292719	111665750	1	CD96	protein_coding
ENSG00000276615	CHR_HSCHR7_2_CTG6	143002301	143023868	-1	KEL	protein_coding
ENSG00000135679	12	68808176	68850686	1	MDM2	protein_coding
ENSG00000120727	5	139341587	139369720	1	PAIP2	protein_coding
ENSG00000143393	1	151291797	151327715	-1	PI4KB	protein_coding
ENSG00000157514	X	107713221	107777342	-1	TSC22D3	protein_coding
ENSG00000135905	2	224765090	225042445	-1	DOCK10	protein_coding
ENSG00000146005	5	139795821	139844466	1	PSD2	protein_coding
ENSG00000184557	17	78356778	78360077	-1	SOCS3	protein_coding
ENSG00000124587	6	42963870	42979220	-1	PEX6	protein_coding
ENSG00000175556	X	118974614	119018355	1	LONRF3	protein_coding
ENSG00000147789	8	144827464	144847509	1	ZNF7	protein_coding
ENSG00000278046	CHR_HSCHR19LRC_PGF2_CTG3_1	54294418	54306726	-1	LILRA3	protein_coding
ENSG00000162627	1	98661701	98760500	1	SNX7	protein_coding
ENSG00000146540	7	996986	1138260	-1	C7orf50	protein_coding
ENSG00000132434	7	55365448	55433742	1	LANCL2	protein_coding
ENSG00000100911	14	24143362	24147570	-1	PSME2	protein_coding
ENSG00000136378	15	78759203	78811431	-1	ADAMTS7	protein_coding
ENSG00000110975	12	33374238	33439819	-1	SYT10	protein_coding
ENSG00000135625	2	73290929	73293705	-1	EGR4	protein_coding
ENSG00000117000	1	40161373	40240921	1	RLF	protein_coding
ENSG00000242221	19	43064211	43083045	-1	PSG2	protein_coding
ENSG00000113719	5	172834275	172952685	1	ERGIC1	protein_coding
ENSG00000113494	5	35048756	35230589	-1	PRLR	protein_coding
ENSG00000100941	14	39175183	39183218	1	PNN	protein_coding
ENSG00000276459	CHR_HSCHR19KIR_LUCE_A_HAP_CTG3_1	54738512	54753028	1	KIR2DL3	protein_coding
ENSG00000107789	10	87504875	87553460	1	MINPP1	protein_coding
ENSG00000205323	12	55752463	55817756	-1	SARNP	protein_coding
ENSG00000157911	1	2403964	2413797	-1	PEX10	protein_coding
ENSG00000258405	19	52453576	52512154	1	ZNF578	protein_coding
ENSG00000136527	3	185915906	185938136	-1	TRA2B	protein_coding
ENSG00000277850	CHR_HSCHR19KIR_ABC08_A1_HAP_CTG3_1	54803411	54814521	1	KIR2DL4	protein_coding
ENSG00000185527	17	81650459	81663112	-1	PDE6G	protein_coding
ENSG00000232143	CHR_HSCHR6_MHC_MANN_CTG1	30586013	30601810	-1	GNL1	protein_coding
ENSG00000124562	6	34757406	34773794	1	SNRPC	protein_coding
ENSG00000075213	7	83955777	84492724	-1	SEMA3A	protein_coding
ENSG00000126091	1	43705824	43931165	1	ST3GAL3	protein_coding
ENSG00000135404	12	55725323	55729707	-1	CD63	protein_coding
ENSG00000108106	19	55399745	55407777	-1	UBE2S	protein_coding
ENSG00000107731	10	71212570	71302864	1	UNC5B	protein_coding
ENSG00000174606	1	212992182	213015826	-1	ANGEL2	protein_coding
ENSG00000166228	10	70882280	70888784	-1	PCBD1	protein_coding
ENSG00000240563	1	62194831	62212328	1	L1TD1	protein_coding
ENSG00000102316	X	54807599	54816012	1	MAGED2	protein_coding
ENSG00000143494	1	212950520	212992037	1	VASH2	protein_coding
ENSG00000117697	1	212726153	212791782	-1	NSL1	protein_coding
ENSG00000089639	19	19629476	19643667	-1	GMIP	protein_coding
ENSG00000149658	20	63195429	63216234	-1	YTHDF1	protein_coding
ENSG00000177302	17	18271428	18315007	-1	TOP3A	protein_coding
ENSG00000206435	CHR_HSCHR6_MHC_SSTO_CTG1	31262172	31265564	-1	HLA-C	protein_coding
ENSG00000160801	3	46877746	46903799	1	PTH1R	protein_coding
ENSG00000135655	12	62260338	62417431	1	USP15	protein_coding
ENSG00000170835	9	133061978	133071861	1	CEL	protein_coding
ENSG00000130119	X	54530211	54561071	1	GNL3L	protein_coding
ENSG00000212127	12	10937406	11171573	-1	TAS2R14	protein_coding
ENSG00000237344	CHR_HSCHR6_MHC_COX_CTG1	32133204	32138654	-1	PBX2	protein_coding
ENSG00000137251	6	54307859	54390152	1	TINAG	protein_coding
ENSG00000172915	13	34942287	35673022	1	NBEA	protein_coding
ENSG00000185022	22	38200767	38216511	1	MAFF	protein_coding
ENSG00000166426	15	78340324	78348230	1	CRABP1	protein_coding
ENSG00000174951	19	48748011	48755390	-1	FUT1	protein_coding
ENSG00000099991	22	24011192	24178628	1	CABIN1	protein_coding
ENSG00000135930	2	232550052	232583644	1	EIF4E2	protein_coding
ENSG00000136274	7	45080438	45088914	-1	NACAD	protein_coding
ENSG00000196811	2	232539727	232546403	1	CHRNG	protein_coding
ENSG00000138668	4	82352498	82374503	-1	HNRNPD	protein_coding
ENSG00000232616	CHR_HSCHR6_MHC_MCF_CTG1	32035523	32046194	1	SKIV2L	protein_coding
ENSG00000099399	X	30215560	30220089	1	MAGEB2	protein_coding
ENSG00000124839	2	237574322	237601614	-1	RAB17	protein_coding
ENSG00000067334	1	93866283	93879918	-1	DNTTIP2	protein_coding
ENSG00000198561	11	57753243	57819546	1	CTNND1	protein_coding
ENSG00000278149	CHR_HSCHR19LRC_COX1_CTG3_1	54973355	54992248	-1	RDH13	protein_coding
ENSG00000285213	CHR_HSCHR6_MHC_QBL_CTG1	30903778	30916040	1	VARS2	protein_coding
ENSG00000163374	1	155659443	155689000	-1	YY1AP1	protein_coding
ENSG00000273947	CHR_HSCHR19KIR_FH08_A_HAP_CTG3_1	54738538	54753053	1	KIR2DL3	protein_coding
ENSG00000123411	12	56007659	56038435	1	IKZF4	protein_coding
ENSG00000141314	17	32266176	32324661	1	RHBDL3	protein_coding
ENSG00000140107	14	100323337	100330378	1	SLC25A47	protein_coding
ENSG00000039319	5	80408013	80479350	1	ZFYVE16	protein_coding
ENSG00000225824	CHR_HSCHR6_MHC_MANN_CTG1	32811324	32820618	-1	HLA-DQB1	protein_coding
ENSG00000166863	12	57010000	57028883	-1	TAC3	protein_coding
ENSG00000132855	1	62597487	62606159	1	ANGPTL3	protein_coding
ENSG00000167384	19	44474428	44500524	-1	ZNF180	protein_coding
ENSG00000066294	1	160541095	160579516	-1	CD84	protein_coding
ENSG00000184967	12	132144448	132152473	1	NOC4L	protein_coding
ENSG00000121297	19	31274945	31349547	-1	TSHZ3	protein_coding
ENSG00000131187	5	177402140	177409576	-1	F12	protein_coding
ENSG00000055483	17	78787381	78841441	-1	USP36	protein_coding
ENSG00000152409	5	79236189	79327215	1	JMY	protein_coding
ENSG00000254685	1	74198212	74234086	1	FPGT	protein_coding
